"GrupoEdad","Sexo","PorcCasos","CasosAcum","PorcDef","DefAcum","fecha","NA"
"g10-19","Dona / Mujer",10.4,22097,0.1,2,20210529,"2021-06-18"
"g20-29","Dona / Mujer",12.8,27126,0,1,20210529,"2021-06-18"
"g30-39","Dona / Mujer",13.8,29270,0.2,7,20210529,"2021-06-18"
"g40-49","Dona / Mujer",17.2,36323,0.7,24,20210529,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31976,2.2,73,20210529,"2021-06-18"
"g60-69","Dona / Mujer",9.7,20634,5.9,193,20210529,"2021-06-18"
"g70-79","Dona / Mujer",6.6,14016,18.7,610,20210529,"2021-06-18"
"g80-89","Dona / Mujer",5.3,11195,44.3,1447,20210529,"2021-06-18"
"g90 o más","Dona / Mujer",2,4332,27.9,910,20210529,"2021-06-18"
"g0-9","Home / Hombre",7.7,15047,0,0,20210529,"2021-06-18"
"g10-19","Home / Hombre",11.4,22220,0,1,20210529,"2021-06-18"
"g20-29","Home / Hombre",12.9,25117,0.1,3,20210529,"2021-06-18"
"g30-39","Home / Hombre",13.4,26047,0.3,11,20210529,"2021-06-18"
"g40-49","Home / Hombre",17.2,33318,1.3,55,20210529,"2021-06-18"
"g50-59","Home / Hombre",15.3,29648,4.6,193,20210529,"2021-06-18"
"g60-69","Home / Hombre",10.5,20485,13.8,575,20210529,"2021-06-18"
"g70-79","Home / Hombre",6.7,13033,28.2,1174,20210529,"2021-06-18"
"g80-89","Home / Hombre",3.9,7556,37.8,1574,20210529,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1701,13.9,579,20210529,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14692,0,0,20210528,"2021-06-18"
"g10-19","Dona / Mujer",10.4,22079,0.1,2,20210528,"2021-06-18"
"g20-29","Dona / Mujer",12.8,27101,0,1,20210528,"2021-06-18"
"g30-39","Dona / Mujer",13.8,29261,0.2,7,20210528,"2021-06-18"
"g40-49","Dona / Mujer",17.2,36299,0.7,24,20210528,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31964,2.2,73,20210528,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20628,5.9,193,20210528,"2021-06-18"
"g70-79","Dona / Mujer",6.6,14012,18.7,610,20210528,"2021-06-18"
"g80-89","Dona / Mujer",5.3,11193,44.3,1447,20210528,"2021-06-18"
"g90 o más","Dona / Mujer",2,4332,27.9,910,20210528,"2021-06-18"
"g0-9","Home / Hombre",7.8,15041,0,0,20210528,"2021-06-18"
"g10-19","Home / Hombre",11.4,22206,0,1,20210528,"2021-06-18"
"g20-29","Home / Hombre",12.9,25094,0.1,3,20210528,"2021-06-18"
"g30-39","Home / Hombre",13.4,26026,0.3,11,20210528,"2021-06-18"
"g40-49","Home / Hombre",17.2,33302,1.3,55,20210528,"2021-06-18"
"g50-59","Home / Hombre",15.3,29635,4.6,193,20210528,"2021-06-18"
"g60-69","Home / Hombre",10.6,20479,13.8,575,20210528,"2021-06-18"
"g70-79","Home / Hombre",6.7,13029,28.2,1174,20210528,"2021-06-18"
"g80-89","Home / Hombre",3.9,7555,37.8,1574,20210528,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1700,13.9,579,20210528,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14687,0,0,20210527,"2021-06-18"
"g10-19","Dona / Mujer",10.4,22062,0.1,2,20210527,"2021-06-18"
"g20-29","Dona / Mujer",12.8,27087,0,1,20210527,"2021-06-18"
"g30-39","Dona / Mujer",13.8,29249,0.2,7,20210527,"2021-06-18"
"g40-49","Dona / Mujer",17.2,36280,0.7,24,20210527,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31956,2.2,73,20210527,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20626,5.9,193,20210527,"2021-06-18"
"g70-79","Dona / Mujer",6.6,14011,18.7,609,20210527,"2021-06-18"
"g80-89","Dona / Mujer",5.3,11193,44.3,1446,20210527,"2021-06-18"
"g90 o más","Dona / Mujer",2,4332,27.8,909,20210527,"2021-06-18"
"g0-9","Home / Hombre",7.8,15037,0,0,20210527,"2021-06-18"
"g10-19","Home / Hombre",11.4,22193,0,1,20210527,"2021-06-18"
"g20-29","Home / Hombre",12.9,25081,0.1,3,20210527,"2021-06-18"
"g30-39","Home / Hombre",13.4,26012,0.3,11,20210527,"2021-06-18"
"g40-49","Home / Hombre",17.2,33288,1.3,55,20210527,"2021-06-18"
"g50-59","Home / Hombre",15.3,29621,4.6,193,20210527,"2021-06-18"
"g60-69","Home / Hombre",10.6,20479,13.8,575,20210527,"2021-06-18"
"g70-79","Home / Hombre",6.7,13027,28.2,1174,20210527,"2021-06-18"
"g80-89","Home / Hombre",3.9,7555,37.8,1574,20210527,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1700,13.9,579,20210527,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14678,0,0,20210526,"2021-06-18"
"g10-19","Dona / Mujer",10.4,22044,0.1,2,20210526,"2021-06-18"
"g20-29","Dona / Mujer",12.8,27076,0,1,20210526,"2021-06-18"
"g30-39","Dona / Mujer",13.8,29230,0.2,7,20210526,"2021-06-18"
"g40-49","Dona / Mujer",17.2,36265,0.7,24,20210526,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31944,2.2,73,20210526,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20615,5.9,193,20210526,"2021-06-18"
"g70-79","Dona / Mujer",6.6,14007,18.7,609,20210526,"2021-06-18"
"g80-89","Dona / Mujer",5.3,11193,44.3,1446,20210526,"2021-06-18"
"g90 o más","Dona / Mujer",2,4330,27.8,909,20210526,"2021-06-18"
"g0-9","Home / Hombre",7.8,15030,0,0,20210526,"2021-06-18"
"g10-19","Home / Hombre",11.4,22174,0,1,20210526,"2021-06-18"
"g20-29","Home / Hombre",12.9,25056,0.1,3,20210526,"2021-06-18"
"g30-39","Home / Hombre",13.4,26004,0.3,11,20210526,"2021-06-18"
"g40-49","Home / Hombre",17.2,33273,1.3,55,20210526,"2021-06-18"
"g50-59","Home / Hombre",15.3,29598,4.6,193,20210526,"2021-06-18"
"g60-69","Home / Hombre",10.6,20471,13.8,575,20210526,"2021-06-18"
"g70-79","Home / Hombre",6.7,13024,28.2,1173,20210526,"2021-06-18"
"g80-89","Home / Hombre",3.9,7554,37.8,1574,20210526,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1699,13.9,579,20210526,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14666,0,0,20210525,"2021-06-18"
"g10-19","Dona / Mujer",10.4,22027,0.1,2,20210525,"2021-06-18"
"g20-29","Dona / Mujer",12.8,27056,0,1,20210525,"2021-06-18"
"g30-39","Dona / Mujer",13.8,29220,0.2,7,20210525,"2021-06-18"
"g40-49","Dona / Mujer",17.2,36240,0.7,24,20210525,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31932,2.2,73,20210525,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20609,5.9,193,20210525,"2021-06-18"
"g70-79","Dona / Mujer",6.6,14004,18.6,608,20210525,"2021-06-18"
"g80-89","Dona / Mujer",5.3,11192,44.3,1446,20210525,"2021-06-18"
"g90 o más","Dona / Mujer",2,4330,27.8,907,20210525,"2021-06-18"
"g0-9","Home / Hombre",7.8,15024,0,0,20210525,"2021-06-18"
"g10-19","Home / Hombre",11.4,22164,0,1,20210525,"2021-06-18"
"g20-29","Home / Hombre",12.9,25039,0.1,3,20210525,"2021-06-18"
"g30-39","Home / Hombre",13.4,25992,0.3,11,20210525,"2021-06-18"
"g40-49","Home / Hombre",17.2,33253,1.3,55,20210525,"2021-06-18"
"g50-59","Home / Hombre",15.3,29579,4.6,193,20210525,"2021-06-18"
"g60-69","Home / Hombre",10.6,20463,13.8,575,20210525,"2021-06-18"
"g70-79","Home / Hombre",6.7,13021,28.2,1172,20210525,"2021-06-18"
"g80-89","Home / Hombre",3.9,7553,37.8,1574,20210525,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1699,13.9,579,20210525,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14659,0,0,20210524,"2021-06-18"
"g10-19","Dona / Mujer",10.4,22020,0.1,2,20210524,"2021-06-18"
"g20-29","Dona / Mujer",12.8,27047,0,1,20210524,"2021-06-18"
"g30-39","Dona / Mujer",13.8,29216,0.2,7,20210524,"2021-06-18"
"g40-49","Dona / Mujer",17.1,36224,0.7,24,20210524,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31925,2.2,73,20210524,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20607,5.9,193,20210524,"2021-06-18"
"g70-79","Dona / Mujer",6.6,14001,18.7,608,20210524,"2021-06-18"
"g80-89","Dona / Mujer",5.3,11193,44.3,1444,20210524,"2021-06-18"
"g90 o más","Dona / Mujer",2,4329,27.8,907,20210524,"2021-06-18"
"g0-9","Home / Hombre",7.8,15023,0,0,20210524,"2021-06-18"
"g10-19","Home / Hombre",11.4,22155,0,1,20210524,"2021-06-18"
"g20-29","Home / Hombre",12.9,25020,0.1,3,20210524,"2021-06-18"
"g30-39","Home / Hombre",13.4,25980,0.3,11,20210524,"2021-06-18"
"g40-49","Home / Hombre",17.2,33241,1.3,55,20210524,"2021-06-18"
"g50-59","Home / Hombre",15.3,29575,4.6,193,20210524,"2021-06-18"
"g60-69","Home / Hombre",10.6,20456,13.8,574,20210524,"2021-06-18"
"g70-79","Home / Hombre",6.7,13020,28.2,1172,20210524,"2021-06-18"
"g80-89","Home / Hombre",3.9,7555,37.8,1573,20210524,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1699,13.9,579,20210524,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14649,0,0,20210522,"2021-06-18"
"g10-19","Dona / Mujer",10.4,22013,0.1,2,20210522,"2021-06-18"
"g20-29","Dona / Mujer",12.8,27037,0,1,20210522,"2021-06-18"
"g30-39","Dona / Mujer",13.8,29205,0.2,7,20210522,"2021-06-18"
"g40-49","Dona / Mujer",17.2,36216,0.7,24,20210522,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31919,2.2,73,20210522,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20601,5.9,193,20210522,"2021-06-18"
"g70-79","Dona / Mujer",6.6,13998,18.7,608,20210522,"2021-06-18"
"g80-89","Dona / Mujer",5.3,11191,44.3,1443,20210522,"2021-06-18"
"g90 o más","Dona / Mujer",2,4328,27.8,907,20210522,"2021-06-18"
"g0-9","Home / Hombre",7.8,15019,0,0,20210522,"2021-06-18"
"g10-19","Home / Hombre",11.4,22145,0,1,20210522,"2021-06-18"
"g20-29","Home / Hombre",12.9,25007,0.1,3,20210522,"2021-06-18"
"g30-39","Home / Hombre",13.4,25968,0.3,11,20210522,"2021-06-18"
"g40-49","Home / Hombre",17.2,33228,1.3,54,20210522,"2021-06-18"
"g50-59","Home / Hombre",15.3,29564,4.6,193,20210522,"2021-06-18"
"g60-69","Home / Hombre",10.6,20446,13.8,573,20210522,"2021-06-18"
"g70-79","Home / Hombre",6.7,13017,28.2,1172,20210522,"2021-06-18"
"g80-89","Home / Hombre",3.9,7554,37.8,1572,20210522,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1699,13.9,578,20210522,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14647,0,0,20210521,"2021-06-18"
"g10-19","Dona / Mujer",10.4,22008,0.1,2,20210521,"2021-06-18"
"g20-29","Dona / Mujer",12.8,27030,0,1,20210521,"2021-06-18"
"g30-39","Dona / Mujer",13.8,29198,0.2,7,20210521,"2021-06-18"
"g40-49","Dona / Mujer",17.1,36197,0.7,24,20210521,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31906,2.2,73,20210521,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20597,5.9,193,20210521,"2021-06-18"
"g70-79","Dona / Mujer",6.6,13998,18.7,608,20210521,"2021-06-18"
"g80-89","Dona / Mujer",5.3,11191,44.3,1443,20210521,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4328,27.8,907,20210521,"2021-06-18"
"g0-9","Home / Hombre",7.8,15012,0,0,20210521,"2021-06-18"
"g10-19","Home / Hombre",11.4,22132,0,1,20210521,"2021-06-18"
"g20-29","Home / Hombre",12.9,24996,0.1,3,20210521,"2021-06-18"
"g30-39","Home / Hombre",13.4,25960,0.3,11,20210521,"2021-06-18"
"g40-49","Home / Hombre",17.2,33213,1.3,54,20210521,"2021-06-18"
"g50-59","Home / Hombre",15.3,29560,4.6,193,20210521,"2021-06-18"
"g60-69","Home / Hombre",10.6,20440,13.8,573,20210521,"2021-06-18"
"g70-79","Home / Hombre",6.7,13013,28.2,1172,20210521,"2021-06-18"
"g80-89","Home / Hombre",3.9,7555,37.8,1572,20210521,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1699,13.9,578,20210521,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14644,0,0,20210520,"2021-06-18"
"g10-19","Dona / Mujer",10.4,21988,0.1,2,20210520,"2021-06-18"
"g20-29","Dona / Mujer",12.8,27021,0,1,20210520,"2021-06-18"
"g30-39","Dona / Mujer",13.8,29182,0.2,7,20210520,"2021-06-18"
"g40-49","Dona / Mujer",17.1,36184,0.7,24,20210520,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31896,2.2,73,20210520,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20586,5.9,193,20210520,"2021-06-18"
"g70-79","Dona / Mujer",6.6,13996,18.7,608,20210520,"2021-06-18"
"g80-89","Dona / Mujer",5.3,11191,44.3,1443,20210520,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4328,27.8,907,20210520,"2021-06-18"
"g0-9","Home / Hombre",7.8,15006,0,0,20210520,"2021-06-18"
"g10-19","Home / Hombre",11.4,22125,0,1,20210520,"2021-06-18"
"g20-29","Home / Hombre",12.9,24980,0.1,3,20210520,"2021-06-18"
"g30-39","Home / Hombre",13.4,25952,0.3,11,20210520,"2021-06-18"
"g40-49","Home / Hombre",17.2,33193,1.3,54,20210520,"2021-06-18"
"g50-59","Home / Hombre",15.3,29550,4.6,193,20210520,"2021-06-18"
"g60-69","Home / Hombre",10.6,20435,13.8,573,20210520,"2021-06-18"
"g70-79","Home / Hombre",6.7,13012,28.2,1172,20210520,"2021-06-18"
"g80-89","Home / Hombre",3.9,7553,37.8,1572,20210520,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1697,13.9,578,20210520,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14637,0,0,20210519,"2021-06-18"
"g10-19","Dona / Mujer",10.4,21969,0.1,2,20210519,"2021-06-18"
"g20-29","Dona / Mujer",12.8,27010,0,1,20210519,"2021-06-18"
"g30-39","Dona / Mujer",13.8,29159,0.2,7,20210519,"2021-06-18"
"g40-49","Dona / Mujer",17.1,36167,0.7,24,20210519,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31880,2.2,73,20210519,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20574,5.9,193,20210519,"2021-06-18"
"g70-79","Dona / Mujer",6.6,13993,18.7,608,20210519,"2021-06-18"
"g80-89","Dona / Mujer",5.3,11191,44.3,1442,20210519,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4328,27.8,907,20210519,"2021-06-18"
"g0-9","Home / Hombre",7.8,15001,0,0,20210519,"2021-06-18"
"g10-19","Home / Hombre",11.4,22117,0,1,20210519,"2021-06-18"
"g20-29","Home / Hombre",12.9,24970,0.1,3,20210519,"2021-06-18"
"g30-39","Home / Hombre",13.4,25944,0.2,10,20210519,"2021-06-18"
"g40-49","Home / Hombre",17.2,33179,1.3,54,20210519,"2021-06-18"
"g50-59","Home / Hombre",15.3,29535,4.6,193,20210519,"2021-06-18"
"g60-69","Home / Hombre",10.6,20432,13.8,573,20210519,"2021-06-18"
"g70-79","Home / Hombre",6.7,13013,28.2,1170,20210519,"2021-06-18"
"g80-89","Home / Hombre",3.9,7551,37.8,1572,20210519,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1697,13.9,578,20210519,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14630,0,0,20210518,"2021-06-18"
"g10-19","Dona / Mujer",10.4,21959,0.1,2,20210518,"2021-06-18"
"g20-29","Dona / Mujer",12.8,27002,0,1,20210518,"2021-06-18"
"g30-39","Dona / Mujer",13.8,29149,0.2,7,20210518,"2021-06-18"
"g40-49","Dona / Mujer",17.1,36158,0.7,24,20210518,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31866,2.2,73,20210518,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20569,5.9,193,20210518,"2021-06-18"
"g70-79","Dona / Mujer",6.6,13992,18.7,608,20210518,"2021-06-18"
"g80-89","Dona / Mujer",5.3,11190,44.3,1442,20210518,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4329,27.8,907,20210518,"2021-06-18"
"g0-9","Home / Hombre",7.8,14990,0,0,20210518,"2021-06-18"
"g10-19","Home / Hombre",11.4,22105,0,1,20210518,"2021-06-18"
"g20-29","Home / Hombre",12.9,24962,0.1,3,20210518,"2021-06-18"
"g30-39","Home / Hombre",13.4,25935,0.2,10,20210518,"2021-06-18"
"g40-49","Home / Hombre",17.2,33163,1.3,54,20210518,"2021-06-18"
"g50-59","Home / Hombre",15.3,29528,4.6,192,20210518,"2021-06-18"
"g60-69","Home / Hombre",10.6,20426,13.8,573,20210518,"2021-06-18"
"g70-79","Home / Hombre",6.7,13008,28.2,1170,20210518,"2021-06-18"
"g80-89","Home / Hombre",3.9,7551,37.8,1572,20210518,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1697,13.9,579,20210518,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14626,0,0,20210517,"2021-06-18"
"g10-19","Dona / Mujer",10.4,21950,0.1,2,20210517,"2021-06-18"
"g20-29","Dona / Mujer",12.8,26994,0,1,20210517,"2021-06-18"
"g30-39","Dona / Mujer",13.8,29136,0.2,7,20210517,"2021-06-18"
"g40-49","Dona / Mujer",17.1,36147,0.7,24,20210517,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31854,2.2,73,20210517,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20557,5.9,192,20210517,"2021-06-18"
"g70-79","Dona / Mujer",6.6,13992,18.7,608,20210517,"2021-06-18"
"g80-89","Dona / Mujer",5.3,11190,44.3,1442,20210517,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4330,27.8,905,20210517,"2021-06-18"
"g0-9","Home / Hombre",7.8,14988,0,0,20210517,"2021-06-18"
"g10-19","Home / Hombre",11.4,22099,0,1,20210517,"2021-06-18"
"g20-29","Home / Hombre",12.9,24949,0.1,3,20210517,"2021-06-18"
"g30-39","Home / Hombre",13.4,25921,0.2,10,20210517,"2021-06-18"
"g40-49","Home / Hombre",17.1,33149,1.3,54,20210517,"2021-06-18"
"g50-59","Home / Hombre",15.3,29518,4.6,192,20210517,"2021-06-18"
"g60-69","Home / Hombre",10.6,20420,13.8,573,20210517,"2021-06-18"
"g70-79","Home / Hombre",6.7,13005,28.2,1170,20210517,"2021-06-18"
"g80-89","Home / Hombre",3.9,7551,37.8,1571,20210517,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1697,13.9,579,20210517,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14617,0,0,20210514,"2021-06-18"
"g10-19","Dona / Mujer",10.4,21922,0.1,2,20210514,"2021-06-18"
"g20-29","Dona / Mujer",12.8,26962,0,1,20210514,"2021-06-18"
"g30-39","Dona / Mujer",13.8,29108,0.2,7,20210514,"2021-06-18"
"g40-49","Dona / Mujer",17.2,36116,0.7,24,20210514,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31831,2.2,73,20210514,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20541,5.9,192,20210514,"2021-06-18"
"g70-79","Dona / Mujer",6.6,13985,18.7,606,20210514,"2021-06-18"
"g80-89","Dona / Mujer",5.3,11180,44.3,1440,20210514,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4326,27.8,904,20210514,"2021-06-18"
"g0-9","Home / Hombre",7.8,14975,0,0,20210514,"2021-06-18"
"g10-19","Home / Hombre",11.4,22074,0,1,20210514,"2021-06-18"
"g20-29","Home / Hombre",12.9,24924,0.1,3,20210514,"2021-06-18"
"g30-39","Home / Hombre",13.4,25882,0.2,10,20210514,"2021-06-18"
"g40-49","Home / Hombre",17.1,33113,1.3,54,20210514,"2021-06-18"
"g50-59","Home / Hombre",15.3,29489,4.6,192,20210514,"2021-06-18"
"g60-69","Home / Hombre",10.6,20405,13.8,573,20210514,"2021-06-18"
"g70-79","Home / Hombre",6.7,12994,28.1,1167,20210514,"2021-06-18"
"g80-89","Home / Hombre",3.9,7548,37.9,1571,20210514,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1696,14,579,20210514,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14615,0,0,20210513,"2021-06-18"
"g10-19","Dona / Mujer",10.4,21912,0.1,2,20210513,"2021-06-18"
"g20-29","Dona / Mujer",12.8,26946,0,1,20210513,"2021-06-18"
"g30-39","Dona / Mujer",13.8,29095,0.2,7,20210513,"2021-06-18"
"g40-49","Dona / Mujer",17.1,36095,0.7,24,20210513,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31823,2.2,73,20210513,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20536,5.9,192,20210513,"2021-06-18"
"g70-79","Dona / Mujer",6.6,13980,18.7,606,20210513,"2021-06-18"
"g80-89","Dona / Mujer",5.3,11180,44.3,1437,20210513,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4325,27.8,904,20210513,"2021-06-18"
"g0-9","Home / Hombre",7.8,14970,0,0,20210513,"2021-06-18"
"g10-19","Home / Hombre",11.4,22062,0,1,20210513,"2021-06-18"
"g20-29","Home / Hombre",12.9,24916,0.1,3,20210513,"2021-06-18"
"g30-39","Home / Hombre",13.4,25866,0.2,10,20210513,"2021-06-18"
"g40-49","Home / Hombre",17.1,33100,1.3,54,20210513,"2021-06-18"
"g50-59","Home / Hombre",15.3,29485,4.6,192,20210513,"2021-06-18"
"g60-69","Home / Hombre",10.6,20398,13.8,573,20210513,"2021-06-18"
"g70-79","Home / Hombre",6.7,12987,28.1,1166,20210513,"2021-06-18"
"g80-89","Home / Hombre",3.9,7548,37.8,1570,20210513,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1695,14,579,20210513,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14610,0,0,20210512,"2021-06-18"
"g10-19","Dona / Mujer",10.4,21903,0.1,2,20210512,"2021-06-18"
"g20-29","Dona / Mujer",12.8,26938,0,1,20210512,"2021-06-18"
"g30-39","Dona / Mujer",13.8,29087,0.2,7,20210512,"2021-06-18"
"g40-49","Dona / Mujer",17.1,36078,0.7,24,20210512,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31815,2.3,73,20210512,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20532,5.9,192,20210512,"2021-06-18"
"g70-79","Dona / Mujer",6.6,13978,18.6,605,20210512,"2021-06-18"
"g80-89","Dona / Mujer",5.3,11176,44.3,1436,20210512,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4325,27.9,904,20210512,"2021-06-18"
"g0-9","Home / Hombre",7.8,14964,0,0,20210512,"2021-06-18"
"g10-19","Home / Hombre",11.4,22051,0,1,20210512,"2021-06-18"
"g20-29","Home / Hombre",12.9,24901,0.1,3,20210512,"2021-06-18"
"g30-39","Home / Hombre",13.4,25858,0.2,10,20210512,"2021-06-18"
"g40-49","Home / Hombre",17.1,33088,1.3,53,20210512,"2021-06-18"
"g50-59","Home / Hombre",15.3,29475,4.6,192,20210512,"2021-06-18"
"g60-69","Home / Hombre",10.6,20397,13.8,573,20210512,"2021-06-18"
"g70-79","Home / Hombre",6.7,12986,28.1,1166,20210512,"2021-06-18"
"g80-89","Home / Hombre",3.9,7548,37.9,1569,20210512,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1695,13.9,577,20210512,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14604,0,0,20210511,"2021-06-18"
"g10-19","Dona / Mujer",10.4,21898,0.1,2,20210511,"2021-06-18"
"g20-29","Dona / Mujer",12.8,26920,0,1,20210511,"2021-06-18"
"g30-39","Dona / Mujer",13.8,29071,0.2,7,20210511,"2021-06-18"
"g40-49","Dona / Mujer",17.1,36068,0.7,24,20210511,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31803,2.3,73,20210511,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20530,5.9,191,20210511,"2021-06-18"
"g70-79","Dona / Mujer",6.6,13978,18.7,605,20210511,"2021-06-18"
"g80-89","Dona / Mujer",5.3,11174,44.3,1435,20210511,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4324,27.9,904,20210511,"2021-06-18"
"g0-9","Home / Hombre",7.8,14960,0,0,20210511,"2021-06-18"
"g10-19","Home / Hombre",11.4,22042,0,1,20210511,"2021-06-18"
"g20-29","Home / Hombre",12.9,24889,0.1,3,20210511,"2021-06-18"
"g30-39","Home / Hombre",13.4,25851,0.2,10,20210511,"2021-06-18"
"g40-49","Home / Hombre",17.1,33076,1.3,53,20210511,"2021-06-18"
"g50-59","Home / Hombre",15.3,29462,4.6,192,20210511,"2021-06-18"
"g60-69","Home / Hombre",10.6,20391,13.8,573,20210511,"2021-06-18"
"g70-79","Home / Hombre",6.7,12985,28.1,1164,20210511,"2021-06-18"
"g80-89","Home / Hombre",3.9,7547,37.9,1568,20210511,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1694,13.9,577,20210511,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14603,0,0,20210510,"2021-06-18"
"g10-19","Dona / Mujer",10.4,21889,0.1,2,20210510,"2021-06-18"
"g20-29","Dona / Mujer",12.8,26914,0,1,20210510,"2021-06-18"
"g30-39","Dona / Mujer",13.8,29069,0.2,7,20210510,"2021-06-18"
"g40-49","Dona / Mujer",17.1,36059,0.7,24,20210510,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31793,2.3,73,20210510,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20526,5.9,191,20210510,"2021-06-18"
"g70-79","Dona / Mujer",6.6,13976,18.6,604,20210510,"2021-06-18"
"g80-89","Dona / Mujer",5.3,11175,44.3,1435,20210510,"2021-06-18"
"g90 o más","Dona / Mujer",2.1,4325,27.9,903,20210510,"2021-06-18"
"g0-9","Home / Hombre",7.8,14957,0,0,20210510,"2021-06-18"
"g10-19","Home / Hombre",11.4,22034,0,1,20210510,"2021-06-18"
"g20-29","Home / Hombre",12.9,24878,0.1,3,20210510,"2021-06-18"
"g30-39","Home / Hombre",13.4,25843,0.2,10,20210510,"2021-06-18"
"g40-49","Home / Hombre",17.1,33063,1.3,53,20210510,"2021-06-18"
"g50-59","Home / Hombre",15.3,29451,4.6,192,20210510,"2021-06-18"
"g60-69","Home / Hombre",10.6,20385,13.8,572,20210510,"2021-06-18"
"g70-79","Home / Hombre",6.7,12985,28.1,1162,20210510,"2021-06-18"
"g80-89","Home / Hombre",3.9,7549,37.9,1568,20210510,"2021-06-18"
"g90 o más","Home / Hombre",0.9,1694,13.9,576,20210510,"2021-06-18"
"g0-9","Dona / Mujer",6.9,14603,0,0,20210509,"2021-06-18"
"g10-19","Dona / Mujer",10.4,21888,0.1,2,20210509,"2021-06-18"
"g20-29","Dona / Mujer",12.8,26910,0,1,20210509,"2021-06-18"
"g30-39","Dona / Mujer",13.8,29067,0.2,7,20210509,"2021-06-18"
"g40-49","Dona / Mujer",17.1,36054,0.7,24,20210509,"2021-06-18"
"g50-59","Dona / Mujer",15.1,31790,2.3,73,20210509,"2021-06-18"
"g60-69","Dona / Mujer",9.8,20524,5.9,191,20210509,"2021-06-18"
