"GrupoEdad","Sexo","PorcCasos","CasosAcum","PorcDef","DefAcum","fecha","CasosDia","DefDia","Casos_14d","Def_14d","Casos_7d","Def_7d","PoblacionCV"
"g80-89","Hombre",4.3,3307,38.1,655,"2021-01-04",47,8,821,821,573,573,5003769
"g90 o mas","Hombre",1,770,12.9,222,"2021-01-04",18,4,202,202,138,138,5003769
"g10-19","Mujer",9.7,8330,0.1,1,"2021-01-04",105,0,2342,2342,1574,1574,5003769
"g20-29","Mujer",13.6,11668,0.1,1,"2021-01-04",128,0,3020,3020,2065,2065,5003769
"g30-39","Mujer",14.3,12222,0.2,3,"2021-01-04",142,0,3269,3269,2146,2146,5003769
"g40-49","Mujer",16.8,14430,0.8,11,"2021-01-04",174,0,3778,3778,2542,2542,5003769
"g50-59","Mujer",15,12859,2,26,"2021-01-04",162,0,3434,3434,2359,2359,5003769
"g60-69","Mujer",9.6,8254,6.1,80,"2021-01-04",95,2,2163,2163,1441,1441,5003769
"g70-79","Mujer",6.8,5832,19.3,254,"2021-01-04",71,5,1510,1510,1050,1050,5003769
"g80-89","Mujer",5.7,4918,45.4,597,"2021-01-04",92,6,1294,1294,952,952,5003769
"g90 o mas","Mujer",2.4,2044,26,341,"2021-01-04",38,6,545,545,412,412,5003769
"g0-9","Hombre",6.5,5117,0,0,"2021-01-05",125,0,1499,1499,778,778,5003769
"g10-19","Hombre",10.6,8370,0,0,"2021-01-05",182,0,2450,2450,1234,1234,5003769
"g20-29","Hombre",13.7,10809,0.1,1,"2021-01-05",263,0,2847,2847,1498,1498,5003769
"g30-39","Hombre",13.8,10955,0.4,7,"2021-01-05",250,0,2859,2859,1520,1520,5003769
"g40-49","Hombre",17.2,13611,1.2,21,"2021-01-05",306,1,3762,3762,1887,1887,5003769
"g50-59","Hombre",15.1,11910,4.3,75,"2021-01-05",295,1,3263,3263,1729,1729,5003769
"g60-69","Hombre",10.8,8524,13.4,237,"2021-01-05",203,3,2300,2300,1225,1225,5003769
"g70-79","Hombre",7.1,5633,29.1,513,"2021-01-05",106,9,1359,1359,687,687,5003769
"g80-89","Hombre",4.3,3404,38.4,678,"2021-01-05",97,23,885,885,491,491,5003769
"g90 o mas","Hombre",1,784,13.2,232,"2021-01-05",14,10,208,208,110,110,5003769
"g10-19","Mujer",9.7,8523,0.1,1,"2021-01-05",193,0,2413,2413,1253,1253,5003769
"g20-29","Mujer",13.6,11945,0.1,1,"2021-01-05",277,0,3160,3160,1665,1665,5003769
"g30-39","Mujer",14.3,12506,0.2,3,"2021-01-05",284,0,3376,3376,1717,1717,5003769
"g40-49","Mujer",16.8,14762,0.8,11,"2021-01-05",332,0,3938,3938,2097,2097,5003769
"g50-59","Mujer",15,13161,1.9,26,"2021-01-05",302,0,3578,3578,1923,1923,5003769
"g60-69","Mujer",9.7,8472,6.3,85,"2021-01-05",218,5,2253,2253,1203,1203,5003769
"g70-79","Mujer",6.8,5992,19.6,265,"2021-01-05",160,11,1603,1603,868,868,5003769
"g80-89","Mujer",5.8,5055,45,609,"2021-01-05",137,12,1375,1375,800,800,5003769
"g90 o mas","Mujer",2.4,2095,26,351,"2021-01-05",51,10,571,571,361,361,5003769
"g0-9","Hombre",6.5,5233,0,0,"2021-01-07",116,0,1560,1560,821,821,5003769
"g10-19","Hombre",10.6,8551,0,0,"2021-01-07",181,0,2535,2535,1289,1289,5003769
"g20-29","Hombre",13.7,11097,0.1,1,"2021-01-07",288,0,3036,3036,1609,1609,5003769
"g30-39","Hombre",13.8,11164,0.4,7,"2021-01-07",209,0,2963,2963,1546,1546,5003769
"g40-49","Hombre",17.2,13925,1.2,21,"2021-01-07",314,0,3921,3921,2036,2036,5003769
"g50-59","Hombre",15.1,12198,4.3,78,"2021-01-07",288,3,3443,3443,1842,1842,5003769
"g60-69","Hombre",10.8,8707,13.4,240,"2021-01-07",183,3,2400,2400,1268,1268,5003769
"g70-79","Hombre",7.1,5764,29,521,"2021-01-07",131,8,1438,1438,737,737,5003769
"g80-89","Hombre",4.3,3468,38.2,686,"2021-01-07",64,8,918,918,484,484,5003769
"g90 o mas","Hombre",1,805,13.4,240,"2021-01-07",21,8,222,222,119,119,5003769
"g10-19","Mujer",9.7,8743,0.1,1,"2021-01-07",220,0,2543,2543,1330,1330,5003769
"g20-29","Mujer",13.6,12224,0.1,1,"2021-01-07",279,0,3346,3346,1773,1773,5003769
"g30-39","Mujer",14.2,12776,0.2,3,"2021-01-07",270,0,3528,3528,1789,1789,5003769
"g40-49","Mujer",16.8,15084,0.9,12,"2021-01-07",322,1,4126,4126,2207,2207,5003769
"g50-59","Mujer",15,13445,1.9,26,"2021-01-07",284,0,3757,3757,2004,2004,5003769
"g60-69","Mujer",9.7,8659,6.2,86,"2021-01-07",187,1,2363,2363,1257,1257,5003769
"g70-79","Mujer",6.8,6138,19.7,272,"2021-01-07",146,7,1705,1705,931,931,5003769
"g80-89","Mujer",5.7,5156,44.8,618,"2021-01-07",101,9,1448,1448,831,831,5003769
"g90 o mas","Mujer",2.4,2141,26.2,361,"2021-01-07",46,10,604,604,380,380,5003769
"g0-9","Hombre",6.4,5353,0,0,"2021-01-08",120,0,1621,1621,743,743,5003769
"g10-19","Hombre",10.6,8795,0,0,"2021-01-08",244,0,2689,2689,1258,1258,5003769
"g20-29","Hombre",13.7,11405,0.1,1,"2021-01-08",308,0,3245,3245,1607,1607,5003769
"g30-39","Hombre",13.8,11479,0.4,7,"2021-01-08",315,0,3171,3171,1528,1528,5003769
"g40-49","Hombre",17.2,14245,1.2,22,"2021-01-08",320,1,4070,4070,1950,1950,5003769
"g50-59","Hombre",15.1,12548,4.4,81,"2021-01-08",350,3,3665,3665,1786,1786,5003769
"g60-69","Hombre",10.7,8908,13.2,241,"2021-01-08",201,1,2518,2518,1191,1191,5003769
"g70-79","Hombre",7.1,5906,29,529,"2021-01-08",142,8,1526,1526,723,723,5003769
"g80-89","Hombre",4.3,3564,38.4,701,"2021-01-08",96,15,987,987,488,488,5003769
"g90 o mas","Hombre",1,836,13.4,244,"2021-01-08",31,4,246,246,129,129,5003769
"g10-19","Mujer",9.8,8995,0.1,1,"2021-01-08",252,0,2704,2704,1307,1307,5003769
"g20-29","Mujer",13.6,12552,0.1,1,"2021-01-08",328,0,3546,3546,1745,1745,5003769
"g30-39","Mujer",14.2,13085,0.2,3,"2021-01-08",309,0,3702,3702,1706,1706,5003769
"g40-49","Mujer",16.8,15462,0.8,12,"2021-01-08",378,0,4320,4320,2128,2128,5003769
"g50-59","Mujer",15,13818,2,28,"2021-01-08",373,2,3990,3990,1953,1953,5003769
"g60-69","Mujer",9.7,8894,6.2,88,"2021-01-08",235,2,2520,2520,1220,1220,5003769
"g70-79","Mujer",6.8,6285,19.6,278,"2021-01-08",147,6,1781,1781,902,902,5003769
"g80-89","Mujer",5.8,5334,44.6,632,"2021-01-08",178,14,1596,1596,856,856,5003769
"g90 o mas","Mujer",2.4,2216,26.4,375,"2021-01-08",75,14,664,664,390,390,5003769
"g0-9","Hombre",6.4,5503,0,0,"2021-01-09",150,0,1732,1732,780,780,5003769
"g10-19","Hombre",10.6,9099,0,0,"2021-01-09",304,0,2911,2911,1365,1365,5003769
"g20-29","Hombre",13.8,11884,0.1,1,"2021-01-09",479,0,3624,3624,1877,1877,5003769
"g30-39","Hombre",13.9,11933,0.4,7,"2021-01-09",454,0,3538,3538,1768,1768,5003769
"g40-49","Hombre",17.2,14766,1.2,22,"2021-01-09",521,0,4463,4463,2182,2182,5003769
"g50-59","Hombre",15.1,13001,4.4,81,"2021-01-09",453,0,4008,4008,1958,1958,5003769
"g60-69","Hombre",10.7,9202,13.2,241,"2021-01-09",294,0,2739,2739,1310,1310,5003769
"g70-79","Hombre",7.1,6108,29,529,"2021-01-09",202,0,1679,1679,820,820,5003769
"g80-89","Hombre",4.3,3676,38.4,701,"2021-01-09",112,0,1062,1062,540,540,5003769
"g90 o mas","Hombre",1,850,13.4,244,"2021-01-09",14,0,253,253,121,121,5003769
"g10-19","Mujer",9.7,9286,0.1,1,"2021-01-09",291,0,2923,2923,1396,1396,5003769
"g20-29","Mujer",13.6,12992,0.1,1,"2021-01-09",440,0,3878,3878,1951,1951,5003769
"g30-39","Mujer",14.2,13565,0.2,3,"2021-01-09",480,0,4050,4050,1956,1956,5003769
"g40-49","Mujer",16.8,16017,0.8,12,"2021-01-09",555,0,4725,4725,2372,2372,5003769
"g50-59","Mujer",15.1,14351,2,28,"2021-01-09",533,0,4389,4389,2213,2213,5003769
"g60-69","Mujer",9.7,9221,6.2,88,"2021-01-09",327,0,2779,2779,1365,1365,5003769
"g70-79","Mujer",6.8,6489,19.6,278,"2021-01-09",204,0,1949,1949,951,951,5003769
"g80-89","Mujer",5.8,5506,44.6,632,"2021-01-09",172,0,1729,1729,901,901,5003769
"g90 o mas","Mujer",2.4,2271,26.4,375,"2021-01-09",55,0,714,714,385,385,5003769
"g0-9","Hombre",6.4,5547,0,0,"2021-01-10",44,0,1704,1704,742,742,5003769
"g10-19","Hombre",10.6,9169,0,0,"2021-01-10",70,0,2848,2848,1298,1298,5003769
"g20-29","Hombre",13.8,12006,0.1,1,"2021-01-10",122,0,3601,3601,1818,1818,5003769
"g30-39","Hombre",13.9,12037,0.4,7,"2021-01-10",104,0,3499,3499,1691,1691,5003769
"g40-49","Hombre",17.2,14884,1.2,22,"2021-01-10",118,0,4398,4398,2034,2034,5003769
"g50-59","Hombre",15.1,13128,4.4,81,"2021-01-10",127,0,3980,3980,1895,1895,5003769
"g60-69","Hombre",10.7,9290,13.2,241,"2021-01-10",88,0,2715,2715,1266,1266,5003769
"g70-79","Hombre",7.1,6147,29,529,"2021-01-10",39,0,1655,1655,789,789,5003769
"g80-89","Hombre",4.3,3711,38.4,701,"2021-01-10",35,0,1060,1060,532,532,5003769
"g90 o mas","Hombre",1,861,13.4,244,"2021-01-10",11,0,253,253,126,126,5003769
"g10-19","Mujer",9.7,9365,0.1,1,"2021-01-10",79,0,2869,2869,1336,1336,5003769
"g20-29","Mujer",13.6,13116,0.1,1,"2021-01-10",124,0,3862,3862,1872,1872,5003769
"g30-39","Mujer",14.2,13667,0.2,3,"2021-01-10",102,0,3997,3997,1856,1856,5003769
"g40-49","Mujer",16.8,16147,0.8,12,"2021-01-10",130,0,4682,4682,2244,2244,5003769
"g50-59","Mujer",15.1,14478,2,28,"2021-01-10",127,0,4349,4349,2122,2122,5003769
"g60-69","Mujer",9.7,9305,6.2,88,"2021-01-10",84,0,2749,2749,1329,1329,5003769
"g70-79","Mujer",6.8,6530,19.6,278,"2021-01-10",41,0,1912,1912,901,901,5003769
"g80-89","Mujer",5.8,5562,44.6,632,"2021-01-10",56,0,1718,1718,890,890,5003769
"g90 o mas","Mujer",2.4,2286,26.4,375,"2021-01-10",15,0,703,703,364,364,5003769
"g0-9","Hombre",6.4,5627,0,0,"2021-01-11",80,0,1682,1682,696,696,5003769
"g10-19","Hombre",10.5,9268,0,0,"2021-01-11",99,0,2791,2791,1179,1179,5003769
"g20-29","Hombre",13.8,12158,0.1,1,"2021-01-11",152,0,3568,3568,1753,1753,5003769
"g30-39","Hombre",13.9,12186,0.4,7,"2021-01-11",149,0,3485,3485,1601,1601,5003769
"g40-49","Hombre",17.2,15067,1.2,22,"2021-01-11",183,0,4345,4345,1906,1906,5003769
"g50-59","Hombre",15.1,13294,4.4,82,"2021-01-11",166,1,3917,3917,1809,1809,5003769
"g60-69","Hombre",10.7,9413,13.2,246,"2021-01-11",123,5,2689,2689,1199,1199,5003769
"g70-79","Hombre",7.1,6217,29,543,"2021-01-11",70,14,1638,1638,739,739,5003769
"g80-89","Hombre",4.3,3747,38.6,721,"2021-01-11",36,20,1038,1038,487,487,5003769
"g90 o mas","Hombre",1,874,13.3,248,"2021-01-11",13,4,248,248,122,122,5003769
"g10-19","Mujer",9.7,9476,0.1,1,"2021-01-11",111,0,2815,2815,1251,1251,5003769
"g20-29","Mujer",13.7,13314,0.1,1,"2021-01-11",198,0,3861,3861,1774,1774,5003769
"g30-39","Mujer",14.2,13835,0.2,3,"2021-01-11",168,0,3940,3940,1755,1755,5003769
"g40-49","Mujer",16.8,16345,0.8,12,"2021-01-11",198,0,4648,4648,2089,2089,5003769
"g50-59","Mujer",15.1,14658,1.9,28,"2021-01-11",180,0,4315,4315,1961,1961,5003769
"g60-69","Mujer",9.7,9421,6.2,90,"2021-01-11",116,2,2714,2714,1262,1262,5003769
"g70-79","Mujer",6.8,6612,19.5,283,"2021-01-11",82,5,1892,1892,851,851,5003769
"g80-89","Mujer",5.8,5619,44.5,645,"2021-01-11",57,13,1689,1689,793,793,5003769
"g90 o mas","Mujer",2.4,2299,26.7,388,"2021-01-11",13,13,683,683,293,293,5003769
"g0-9","Hombre",6.4,5802,0,0,"2021-01-12",175,0,1779,1779,810,810,5003769
"g10-19","Hombre",10.6,9549,0,0,"2021-01-12",281,0,2961,2961,1361,1361,5003769
"g20-29","Hombre",13.9,12488,0.1,1,"2021-01-12",330,0,3768,3768,1942,1942,5003769
"g30-39","Hombre",13.8,12471,0.4,7,"2021-01-12",285,0,3642,3642,1766,1766,5003769
"g40-49","Hombre",17.1,15450,1.1,22,"2021-01-12",383,0,4494,4494,2145,2145,5003769
"g50-59","Hombre",15.1,13649,4.5,86,"2021-01-12",355,4,4115,4115,2034,2034,5003769
"g60-69","Hombre",10.7,9629,13,251,"2021-01-12",216,5,2806,2806,1308,1308,5003769
"g70-79","Hombre",7,6345,29.1,560,"2021-01-12",128,17,1707,1707,818,818,5003769
"g80-89","Hombre",4.2,3828,38.6,743,"2021-01-12",81,22,1094,1094,521,521,5003769
"g90 o mas","Hombre",1,898,13.2,255,"2021-01-12",24,7,266,266,128,128,5003769
"g10-19","Mujer",9.8,9753,0.1,1,"2021-01-12",277,0,2997,2997,1423,1423,5003769
"g20-29","Mujer",13.7,13656,0.1,1,"2021-01-12",342,0,4053,4053,1988,1988,5003769
"g30-39","Mujer",14.2,14134,0.2,3,"2021-01-12",299,0,4058,4058,1912,1912,5003769
"g40-49","Mujer",16.8,16763,0.8,12,"2021-01-12",418,0,4875,4875,2333,2333,5003769
"g50-59","Mujer",15.1,15063,2,30,"2021-01-12",405,2,4563,4563,2204,2204,5003769
"g60-69","Mujer",9.7,9645,6.1,91,"2021-01-12",224,1,2832,2832,1391,1391,5003769
"g70-79","Mujer",6.8,6740,19.3,287,"2021-01-12",128,4,1958,1958,908,908,5003769
"g80-89","Mujer",5.7,5731,44.4,660,"2021-01-12",112,15,1765,1765,813,813,5003769
"g90 o mas","Mujer",2.3,2330,27.1,403,"2021-01-12",31,15,698,698,286,286,5003769
"g0-9","Hombre",6.4,5943,0,0,"2021-01-13",141,0,1604,1604,826,826,5003769
"g10-19","Hombre",10.6,9805,0,0,"2021-01-13",256,0,2669,2669,1435,1435,5003769
"g20-29","Hombre",13.9,12815,0.1,1,"2021-01-13",327,0,3504,3504,2006,2006,5003769
"g30-39","Hombre",13.9,12805,0.4,7,"2021-01-13",334,0,3370,3370,1850,1850,5003769
"g40-49","Hombre",17.2,15847,1.1,22,"2021-01-13",397,0,4123,4123,2236,2236,5003769
"g50-59","Hombre",15.1,13984,4.5,88,"2021-01-13",335,2,3803,3803,2074,2074,5003769
"g60-69","Hombre",10.7,9873,13.1,256,"2021-01-13",244,5,2574,2574,1349,1349,5003769
"g70-79","Hombre",7,6470,28.7,562,"2021-01-13",125,2,1524,1524,837,837,5003769
"g80-89","Hombre",4.2,3893,38.9,761,"2021-01-13",65,18,980,980,489,489,5003769
"g90 o mas","Hombre",1,923,13.3,260,"2021-01-13",25,5,249,249,139,139,5003769
"g10-19","Mujer",9.8,10017,0.1,1,"2021-01-13",264,0,2747,2747,1494,1494,5003769
"g20-29","Mujer",13.7,14002,0.1,1,"2021-01-13",346,0,3722,3722,2057,2057,5003769
"g30-39","Mujer",14.2,14472,0.3,4,"2021-01-13",338,1,3683,3683,1966,1966,5003769
"g40-49","Mujer",16.8,17199,0.8,12,"2021-01-13",436,0,4534,4534,2437,2437,5003769
"g50-59","Mujer",15.1,15434,2.1,31,"2021-01-13",371,1,4196,4196,2273,2273,5003769
"g60-69","Mujer",9.7,9893,6.1,92,"2021-01-13",248,1,2624,2624,1421,1421,5003769
"g70-79","Mujer",6.7,6864,19.2,289,"2021-01-13",124,2,1740,1740,872,872,5003769
"g80-89","Mujer",5.7,5876,44.3,668,"2021-01-13",145,8,1621,1621,821,821,5003769
"g90 o mas","Mujer",2.3,2394,27.2,410,"2021-01-13",64,7,660,660,299,299,5003769
"g0-9","Hombre",6.4,6138,0,0,"2021-01-14",195,0,1726,1726,905,905,5003769
"g10-19","Hombre",10.6,10093,0,0,"2021-01-14",288,0,2831,2831,1542,1542,5003769
"g20-29","Hombre",13.9,13265,0.1,1,"2021-01-14",450,0,3777,3777,2168,2168,5003769
"g30-39","Hombre",13.8,13202,0.4,7,"2021-01-14",397,0,3584,3584,2038,2038,5003769
"g40-49","Hombre",17.2,16419,1.1,22,"2021-01-14",572,0,4530,4530,2494,2494,5003769
"g50-59","Hombre",15.1,14434,4.4,88,"2021-01-14",450,0,4078,4078,2236,2236,5003769
"g60-69","Hombre",10.7,10190,13,258,"2021-01-14",317,2,2751,2751,1483,1483,5003769
"g70-79","Hombre",7,6646,28.4,566,"2021-01-14",176,4,1619,1619,882,882,5003769
"g80-89","Hombre",4.2,3998,39.3,782,"2021-01-14",105,21,1014,1014,530,530,5003769
"g90 o mas","Hombre",1,951,13.5,268,"2021-01-14",28,8,265,265,146,146,5003769
"g10-19","Mujer",9.8,10317,0.1,1,"2021-01-14",300,0,2904,2904,1574,1574,5003769
"g20-29","Mujer",13.7,14448,0.1,1,"2021-01-14",446,0,3997,3997,2224,2224,5003769
"g30-39","Mujer",14.2,14922,0.3,4,"2021-01-14",450,0,3935,3935,2146,2146,5003769
"g40-49","Mujer",16.8,17759,0.8,13,"2021-01-14",560,1,4882,4882,2675,2675,5003769
"g50-59","Mujer",15.1,15933,2,31,"2021-01-14",499,0,4492,4492,2488,2488,5003769
"g60-69","Mujer",9.7,10188,6.1,94,"2021-01-14",295,2,2786,2786,1529,1529,5003769
"g70-79","Mujer",6.7,7093,19,291,"2021-01-14",229,2,1886,1886,955,955,5003769
"g80-89","Mujer",5.7,6032,44.3,678,"2021-01-14",156,10,1707,1707,876,876,5003769
"g90 o mas","Mujer",2.3,2458,27.3,417,"2021-01-14",64,7,697,697,317,317,5003769
"g0-9","Hombre",6.5,6391,0,0,"2021-01-15",253,0,1781,1781,1038,1038,5003769
"g10-19","Hombre",10.6,10518,0,0,"2021-01-15",425,0,2981,2981,1723,1723,5003769
"g20-29","Hombre",13.9,13789,0,1,"2021-01-15",524,0,3991,3991,2384,2384,5003769
"g30-39","Hombre",13.9,13704,0.3,7,"2021-01-15",502,0,3753,3753,2225,2225,5003769
"g40-49","Hombre",17.2,17022,1.1,22,"2021-01-15",603,0,4727,4727,2777,2777,5003769
"g50-59","Hombre",15.1,14961,4.4,88,"2021-01-15",527,0,4199,4199,2413,2413,5003769
"g60-69","Hombre",10.7,10539,13,260,"2021-01-15",349,2,2822,2822,1631,1631,5003769
"g70-79","Hombre",6.9,6855,28.3,567,"2021-01-15",209,1,1672,1672,949,949,5003769
"g80-89","Hombre",4.2,4120,39.3,787,"2021-01-15",122,5,1044,1044,556,556,5003769
"g90 o mas","Hombre",1,976,13.4,269,"2021-01-15",25,1,269,269,140,140,5003769
"g10-19","Mujer",9.8,10729,0.1,1,"2021-01-15",412,0,3041,3041,1734,1734,5003769
"g20-29","Mujer",13.7,15018,0.1,1,"2021-01-15",570,0,4211,4211,2466,2466,5003769
"g30-39","Mujer",14.1,15450,0.3,4,"2021-01-15",528,0,4071,4071,2365,2365,5003769
"g40-49","Mujer",16.9,18453,0.8,13,"2021-01-15",694,0,5119,5119,2991,2991,5003769
"g50-59","Mujer",15.1,16531,2,31,"2021-01-15",598,0,4666,4666,2713,2713,5003769
"g60-69","Mujer",9.7,10572,6.1,94,"2021-01-15",384,0,2898,2898,1678,1678,5003769
"g70-79","Mujer",6.7,7321,19.1,294,"2021-01-15",228,3,1938,1938,1036,1036,5003769
"g80-89","Mujer",5.7,6226,44.5,686,"2021-01-15",194,8,1748,1748,892,892,5003769
"g90 o mas","Mujer",2.3,2531,27.2,419,"2021-01-15",73,2,705,705,315,315,5003769
"g0-9","Hombre",6.5,6678,0,0,"2021-01-16",287,0,1955,1955,1175,1175,5003769
"g10-19","Hombre",10.7,10982,0,0,"2021-01-16",464,0,3248,3248,1883,1883,5003769
"g20-29","Hombre",13.9,14298,0,1,"2021-01-16",509,0,4291,4291,2414,2414,5003769
"g30-39","Hombre",13.8,14211,0.3,7,"2021-01-16",507,0,4046,4046,2278,2278,5003769
"g40-49","Hombre",17.1,17590,1.1,22,"2021-01-16",568,0,5006,5006,2824,2824,5003769
"g50-59","Hombre",15.1,15541,4.4,88,"2021-01-16",580,0,4498,4498,2540,2540,5003769
"g60-69","Hombre",10.7,10985,13,262,"2021-01-16",446,2,3093,3093,1783,1783,5003769
"g70-79","Hombre",6.9,7114,28.2,567,"2021-01-16",259,0,1826,1826,1006,1006,5003769
"g80-89","Hombre",4.2,4268,39.5,793,"2021-01-16",148,6,1132,1132,592,592,5003769
"g90 o mas","Hombre",1,1012,13.4,270,"2021-01-16",36,1,283,283,162,162,5003769
"g10-19","Mujer",9.9,11183,0.1,1,"2021-01-16",454,0,3293,3293,1897,1897,5003769
"g20-29","Mujer",13.7,15543,0.1,1,"2021-01-16",525,0,4502,4502,2551,2551,5003769
"g30-39","Mujer",14.1,15998,0.3,4,"2021-01-16",548,0,4389,4389,2433,2433,5003769
"g40-49","Mujer",16.9,19130,0.8,13,"2021-01-16",677,0,5485,5485,3113,3113,5003769
"g50-59","Mujer",15.1,17184,2,31,"2021-01-16",653,0,5046,5046,2833,2833,5003769
"g60-69","Mujer",9.6,10948,6.1,94,"2021-01-16",376,0,3092,3092,1727,1727,5003769
"g70-79","Mujer",6.7,7603,19,294,"2021-01-16",282,0,2065,2065,1114,1114,5003769
"g80-89","Mujer",5.7,6500,44.5,689,"2021-01-16",274,3,1895,1895,994,994,5003769
"g90 o mas","Mujer",2.3,2629,27.3,423,"2021-01-16",98,4,743,743,358,358,5003769
"g0-9","Hombre",6.5,6774,0,0,"2021-01-17",96,0,1969,1969,1227,1227,5003769
"g10-19","Hombre",10.7,11161,0,0,"2021-01-17",179,0,3290,3290,1992,1992,5003769
"g20-29","Hombre",13.9,14475,0,1,"2021-01-17",177,0,4287,4287,2469,2469,5003769
"g30-39","Hombre",13.8,14374,0.3,7,"2021-01-17",163,0,4028,4028,2337,2337,5003769
"g40-49","Hombre",17.1,17799,1.1,22,"2021-01-17",209,0,4949,4949,2915,2915,5003769
"g50-59","Hombre",15.1,15745,4.4,88,"2021-01-17",204,0,4512,4512,2617,2617,5003769
"g60-69","Hombre",10.7,11106,13,262,"2021-01-17",121,0,3082,3082,1816,1816,5003769
"g70-79","Hombre",6.9,7211,28.2,567,"2021-01-17",97,0,1853,1853,1064,1064,5003769
"g80-89","Hombre",4.2,4318,39.5,793,"2021-01-17",50,0,1139,1139,607,607,5003769
"g90 o mas","Hombre",1,1026,13.4,270,"2021-01-17",14,0,291,291,165,165,5003769
"g10-19","Mujer",9.9,11334,0.1,1,"2021-01-17",151,0,3305,3305,1969,1969,5003769
"g20-29","Mujer",13.7,15725,0.1,1,"2021-01-17",182,0,4481,4481,2609,2609,5003769
"g30-39","Mujer",14.1,16184,0.3,4,"2021-01-17",186,0,4373,4373,2517,2517,5003769
"g40-49","Mujer",16.8,19348,0.8,13,"2021-01-17",218,0,5445,5445,3201,3201,5003769
"g50-59","Mujer",15.1,17390,2,31,"2021-01-17",206,0,5034,5034,2912,2912,5003769
"g60-69","Mujer",9.7,11120,6.1,94,"2021-01-17",172,0,3144,3144,1815,1815,5003769
"g70-79","Mujer",6.7,7698,19,294,"2021-01-17",95,0,2069,2069,1168,1168,5003769
"g80-89","Mujer",5.7,6580,44.5,689,"2021-01-17",80,0,1908,1908,1018,1018,5003769
"g90 o mas","Mujer",2.3,2670,27.3,423,"2021-01-17",41,0,748,748,384,384,5003769
"g0-9","Hombre",6.5,6884,0,0,"2021-01-18",110,0,1953,1953,1257,1257,5003769
"g10-19","Hombre",10.8,11324,0,0,"2021-01-18",163,0,3235,3235,2056,2056,5003769
"g20-29","Hombre",13.9,14629,0,1,"2021-01-18",154,0,4224,4224,2471,2471,5003769
"g30-39","Hombre",13.8,14503,0.3,7,"2021-01-18",129,0,3918,3918,2317,2317,5003769
"g40-49","Hombre",17.1,17983,1.1,22,"2021-01-18",184,0,4822,4822,2916,2916,5003769
"g50-59","Hombre",15.1,15908,4.4,90,"2021-01-18",163,2,4423,4423,2614,2614,5003769
"g60-69","Hombre",10.7,11227,12.9,267,"2021-01-18",121,5,3013,3013,1814,1814,5003769
"g70-79","Hombre",6.9,7287,28.1,580,"2021-01-18",76,13,1809,1809,1070,1070,5003769
"g80-89","Hombre",4.2,4368,39.6,817,"2021-01-18",50,24,1108,1108,621,621,5003769
"g90 o mas","Hombre",1,1036,13.5,278,"2021-01-18",10,8,284,284,162,162,5003769
"g10-19","Mujer",9.9,11471,0.1,1,"2021-01-18",137,0,3246,3246,1995,1995,5003769
"g20-29","Mujer",13.7,15896,0.1,1,"2021-01-18",171,0,4356,4356,2582,2582,5003769
"g30-39","Mujer",14,16325,0.3,5,"2021-01-18",141,1,4245,4245,2490,2490,5003769
"g40-49","Mujer",16.8,19548,0.8,13,"2021-01-18",200,0,5292,5292,3203,3203,5003769
"g50-59","Mujer",15.1,17594,1.9,31,"2021-01-18",204,0,4897,4897,2936,2936,5003769
"g60-69","Mujer",9.7,11238,6,96,"2021-01-18",118,2,3079,3079,1817,1817,5003769
"g70-79","Mujer",6.7,7802,18.8,299,"2021-01-18",104,5,2041,2041,1190,1190,5003769
"g80-89","Mujer",5.7,6668,44.3,706,"2021-01-18",88,17,1842,1842,1049,1049,5003769
"g90 o mas","Mujer",2.3,2708,27.7,441,"2021-01-18",38,18,702,702,409,409,5003769
"g0-9","Hombre",6.6,7200,0,0,"2021-01-19",316,0,2208,2208,1398,1398,5003769
"g10-19","Hombre",10.8,11756,0,0,"2021-01-19",432,0,3568,3568,2207,2207,5003769
"g20-29","Hombre",13.9,15082,0,1,"2021-01-19",453,0,4536,4536,2594,2594,5003769
"g30-39","Hombre",13.8,14990,0.3,7,"2021-01-19",487,0,4285,4285,2519,2519,5003769
"g40-49","Hombre",17.1,18582,1,22,"2021-01-19",599,0,5277,5277,3132,3132,5003769
"g50-59","Hombre",15.1,16453,4.3,92,"2021-01-19",545,2,4838,4838,2804,2804,5003769
"g60-69","Hombre",10.7,11648,13,275,"2021-01-19",421,8,3327,3327,2019,2019,5003769
"g70-79","Hombre",6.9,7550,28.1,595,"2021-01-19",263,15,2023,2023,1205,1205,5003769
"g80-89","Hombre",4.2,4526,39.6,839,"2021-01-19",158,22,1219,1219,698,698,5003769
"g90 o mas","Hombre",1,1076,13.6,288,"2021-01-19",40,10,306,306,178,178,5003769
"g10-19","Mujer",9.9,11933,0.1,1,"2021-01-19",462,0,3603,3603,2180,2180,5003769
"g20-29","Mujer",13.6,16402,0.1,1,"2021-01-19",506,0,4734,4734,2746,2746,5003769
"g30-39","Mujer",14,16907,0.3,5,"2021-01-19",582,0,4685,4685,2773,2773,5003769
"g40-49","Mujer",16.8,20235,0.8,13,"2021-01-19",687,0,5805,5805,3472,3472,5003769
"g50-59","Mujer",15.2,18244,2,33,"2021-01-19",650,2,5385,5385,3181,3181,5003769
"g60-69","Mujer",9.7,11671,5.9,97,"2021-01-19",433,1,3417,3417,2026,2026,5003769
